/red/mavros/global_position/local/pose/pose/position/x_x,/red/mavros/global_position/local/pose/pose/position/x_y,/red/mavros/global_position/local/pose/pose/position/y_x,/red/mavros/global_position/local/pose/pose/position/y_y,/red/mavros/global_position/local/pose/pose/position/z_x,/red/mavros/global_position/local/pose/pose/position/z_y
597.6180000000,6.0079336808,597.634,5.9917204539,597.634,2.618
597.634,6.0079336808,597.652,5.9917204539,597.652,2.619
597.652,6.0079336808,597.6730000000,5.9917204688,597.6730000000,2.62
597.6730000000,5.9988445317,597.6930000000,5.9917204688,597.6930000000,2.621
597.6930000000,5.9988445317,597.712,5.9917204688,597.712,2.621
597.712,5.9988445317,597.7330000000,5.9917204688,597.7330000000,2.62
597.7330000000,5.9988445317,597.7530000000,5.9917204596,597.7530000000,2.619
597.7530000000,5.9988445229,597.7730000000,5.9917204596,597.7730000000,2.618
597.7730000000,5.9988445229,597.8050000000,5.9917204596,597.8050000000,2.616
597.8050000000,5.9988445229,597.8140000000,5.9917204596,597.8140000000,2.614
597.8140000000,5.9988445229,597.8320000000,5.9917204596,597.8320000000,2.611
597.8320000000,5.9988445229,597.8500000000,5.99172045,597.8500000000,2.609
597.8500000000,5.9988445133,597.873,5.99172045,597.873,2.605
597.873,5.9988445133,597.8960000000,5.99172045,597.8960000000,2.602
597.8960000000,5.9988445133,597.9140000000,5.9917204408,597.9140000000,2.598
597.9140000000,5.9988445036,597.9320000000,5.9917204408,597.9320000000,2.594
597.9320000000,5.9988445036,597.9580000000,5.9917204408,597.9580000000,2.59
597.9580000000,5.9988445036,597.973,5.9917204317,597.973,2.585
597.973,5.9988444945,597.9920000000,5.9917204317,597.9920000000,2.581
597.9920000000,5.9988444945,598.0130000000,5.9917204219,598.0130000000,2.576
598.0130000000,5.9988444847,598.0330000000,5.9917204219,598.0330000000,2.571
598.0330000000,5.9988444847,598.053,5.9917204122,598.053,2.566
598.053,5.9988444755,598.0720000000,5.9917204122,598.0720000000,2.562
598.0720000000,5.9988444755,598.0910000000,5.9917204030,598.0910000000,2.557
598.0910000000,5.9988444663,598.1170000000,5.9917204030,598.1170000000,2.553
598.1170000000,5.9988444663,598.1310000000,5.9917203935,598.1310000000,2.548
598.1310000000,5.9988444567,598.1540000000,5.9917203935,598.1540000000,2.544
598.1540000000,5.9988444567,598.1750000000,5.9917203935,598.1750000000,2.54
598.1750000000,5.9988444567,598.1910000000,5.9917203845,598.1910000000,2.537
598.1910000000,5.9988444474,598.213,5.9917203845,598.213,2.533
598.213,5.9988444474,598.2330000000,5.9917203845,598.2330000000,2.53
598.2330000000,5.9988444474,598.2530000000,5.9917203749,598.2530000000,2.527
598.2530000000,5.9988444378,598.2730000000,5.9917203801,598.2730000000,2.525
598.2730000000,5.9897552803,598.2970000000,5.9917203801,598.2970000000,2.523
598.2970000000,5.9897552803,598.3130000000,5.9917203801,598.3130000000,2.521
598.3130000000,5.9897552803,598.3340000000,5.9917203801,598.3340000000,2.52
598.3340000000,5.9897552803,598.3530000000,5.9917203710,598.3530000000,2.519
598.3530000000,5.9897552711,598.3670000000,5.9917203710,598.3670000000,2.518
598.3670000000,5.9897552711,598.3900000000,5.9917203710,598.3900000000,2.518
598.3900000000,5.9897552711,598.4130000000,5.9917203710,598.4130000000,2.518
598.4130000000,5.9897552711,598.4310000000,5.9917203710,598.4310000000,2.518
598.4310000000,5.9897552711,598.453,5.9917203710,598.453,2.519
598.453,5.9897552711,598.473,5.9917203801,598.473,2.52
598.473,5.9897552803,598.4920000000,5.9917203801,598.4920000000,2.522
598.4920000000,5.9897552803,598.5130000000,5.9917203801,598.5130000000,2.524
598.5130000000,5.9897552803,598.5310000000,5.9917203801,598.5310000000,2.526
598.5310000000,5.9897552803,598.552,5.9917203801,598.552,2.529
598.552,5.9897552803,598.571,5.9917203897,598.571,2.532
598.571,5.9897552899,598.5940000000,5.9917203897,598.5940000000,2.536
598.5940000000,5.9897552899,598.6120000000,5.9917203994,598.6120000000,2.54
598.6120000000,5.9897552992,598.634,6.0028161812,598.634,2.544
598.634,5.9897553064,598.6550000000,6.0028161812,598.6550000000,2.548
598.6550000000,5.9897553064,598.6720000000,6.0028161908,598.6720000000,2.552
598.6720000000,5.9897553161,598.6930000000,6.0028161908,598.6930000000,2.557
598.6930000000,5.9897553161,598.714,6.0028162002,598.714,2.561
598.714,5.9897553253,598.7330000000,6.0028162002,598.7330000000,2.566
598.7330000000,5.9897553253,598.7530000000,6.0028162097,598.7530000000,2.571
598.7530000000,5.989755335,598.775,6.0028162097,598.775,2.575
598.775,5.989755335,598.8040000000,6.0028162186,598.8040000000,2.58
598.8040000000,5.9897553437,598.8130000000,6.0028162186,598.8130000000,2.585
598.8130000000,5.9897553437,598.8330000000,6.0028162282,598.8330000000,2.59
598.8330000000,5.9897553534,598.8520000000,6.0028162282,598.8520000000,2.594
598.8520000000,5.9897553534,598.873,6.0028162282,598.873,2.598
598.873,5.9897553534,598.8970000000,6.0028162375,598.8970000000,2.602
598.8970000000,5.9897553626,598.9110000000,6.0028162375,598.9110000000,2.605
598.9110000000,5.9897553626,598.9320000000,6.0028162375,598.9320000000,2.609
598.9320000000,5.9897553626,598.9520000000,6.0028162477,598.9520000000,2.612
598.9520000000,5.9897553723,598.972,6.0028162477,598.972,2.614
598.972,5.9897553723,598.9920000000,6.0028162477,598.9920000000,2.617
598.9920000000,5.9897553723,599.0120000000,6.0028162477,599.0120000000,2.619
599.0120000000,5.9897553723,599.0320000000,6.0028162568,599.0320000000,2.62
599.0320000000,5.9897553815,599.053,6.0028162568,599.053,2.621
599.053,5.9897553815,599.069,6.0028162568,599.069,2.622
599.069,5.9897553815,599.0930000000,6.0028162568,599.0930000000,2.623
599.0930000000,5.9897553815,599.1130000000,6.0028162568,599.1130000000,2.623
599.1130000000,5.9897553815,599.133,6.0028162568,599.133,2.623
599.133,5.9897553815,599.1530000000,6.0028162568,599.1530000000,2.622
599.1530000000,5.9897553815,599.1740000000,6.0028162568,599.1740000000,2.621
599.1740000000,5.9897553815,599.1930000000,6.0028162568,599.1930000000,2.62
599.1930000000,5.9897553815,599.2110000000,6.0028162477,599.2110000000,2.618
599.2110000000,5.9897553723,599.232,6.0028162477,599.232,2.616
599.232,5.9897553723,599.2530000000,6.0028162477,599.2530000000,2.613
599.2530000000,5.9897553723,599.2720000000,6.0028162477,599.2720000000,2.611
599.2720000000,5.9897553723,599.2920000000,6.0028162375,599.2920000000,2.607
599.2920000000,5.9897553626,599.312,6.0028162375,599.312,2.604
599.312,5.9897553626,599.3330000000,6.0028162375,599.3330000000,2.6
599.3330000000,5.9897553626,599.3540000000,6.0028162282,599.3540000000,2.595
599.3540000000,5.9897553534,599.3720000000,6.0028162282,599.3720000000,2.59
599.3720000000,5.9897553534,599.392,6.0028162186,599.392,2.585
599.392,5.9897553437,599.4140000000,6.0028162186,599.4140000000,2.58
599.4140000000,5.9897553437,599.4420000000,6.0028162097,599.4420000000,2.574
599.4420000000,5.989755335,599.455,6.0028162002,599.455,2.569
599.455,5.9897553253,599.473,6.0028162002,599.473,2.563
599.473,5.9897553253,599.4930000000,6.0028161908,599.4930000000,2.558
599.4930000000,5.9897553161,599.5140000000,6.0028161908,599.5140000000,2.552
599.5140000000,5.9897553161,599.534,6.0028161812,599.534,2.546
599.534,5.9897553064,599.5640000000,6.0028161812,599.5640000000,2.541
599.5640000000,5.9897553064,599.5730000000,6.0028161721,599.5730000000,2.535
599.5730000000,5.9897552972,599.5930000000,6.0028161619,599.5930000000,2.529
599.5930000000,5.9897552875,599.6130000000,6.0028161619,599.6130000000,2.524
599.6130000000,5.9897552875,599.634,6.0028161526,599.634,2.519
599.634,5.9897552783,599.6530000000,6.0028161526,599.6530000000,2.514
599.6530000000,5.9897552783,599.6720000000,6.0139119258,599.6720000000,2.509
599.6720000000,5.9897552763,599.695,6.0139119258,599.695,2.505
599.695,5.9897552763,599.713,6.0139119258,599.713,2.501
599.713,5.9897552763,599.7340000000,6.0139119167,599.7340000000,2.497
599.7340000000,5.9897552671,599.7520000000,6.0139119167,599.7520000000,2.494
599.7520000000,5.9897552671,599.7720000000,6.0139119167,599.7720000000,2.491
599.7720000000,5.9897552671,599.793,6.0139119069,599.793,2.488
599.793,5.9897552574,599.8180000000,6.0139119069,599.8180000000,2.486
599.8180000000,5.9897552574,599.8410000000,6.0139119069,599.8410000000,2.484
599.8410000000,5.9897552574,599.8520000000,6.0139119069,599.8520000000,2.482
599.8520000000,5.9897552574,599.8720000000,6.0139119069,599.8720000000,2.481
599.8720000000,5.9897552574,599.8870000000,6.0139119069,599.8870000000,2.48
599.8870000000,5.9897552574,599.9130000000,6.0139119069,599.9130000000,2.48
599.9130000000,5.9897552574,599.944,6.0139119069,599.944,2.48
599.944,5.9897552574,599.953,6.0139119069,599.953,2.48
599.953,5.9897552574,599.971,6.0139119069,599.971,2.481
599.971,5.9897552574,599.9930000000,6.0139119069,599.9930000000,2.482
599.9930000000,5.9897552574,600.0130000000,6.0139119069,600.0130000000,2.483
600.0130000000,5.9897552574,600.0330000000,6.0139119069,600.0330000000,2.485
600.0330000000,5.9897552574,600.052,6.0139119069,600.052,2.488
600.052,5.9897552574,600.0730000000,6.0139119167,600.0730000000,2.49
600.0730000000,5.9897552671,600.1090000000,6.0139119167,600.1090000000,2.493
600.1090000000,5.9897552671,600.1190000000,6.0139119167,600.1190000000,2.496
600.1190000000,5.9897552671,600.132,6.0139119258,600.132,2.5
600.132,5.9897552763,600.152,6.0139119258,600.152,2.503
600.152,5.9897552763,600.1720000000,6.0139119258,600.1720000000,2.507
600.1720000000,5.9897552763,600.196,6.0139119354,600.196,2.511
600.196,5.9897552859,600.213,6.0139119354,600.213,2.515
600.213,5.9897552859,600.2330000000,6.0139119354,600.2330000000,2.519
600.2330000000,5.9897552859,600.2510000000,6.0139119451,600.2510000000,2.523
600.2510000000,5.9897552952,600.275,6.0139119451,600.275,2.527
600.275,5.9897552952,600.2920000000,6.0139119549,600.2920000000,2.531
600.2920000000,5.9897553049,600.3130000000,6.0139119549,600.3130000000,2.535
600.3130000000,5.9897553049,600.3330000000,6.0139119549,600.3330000000,2.539
600.3330000000,5.9897553049,600.3520000000,6.0139119642,600.3520000000,2.542
600.3520000000,5.9897553137,600.3720000000,6.0139119642,600.3720000000,2.546
600.3720000000,5.9897553137,600.392,6.0139119642,600.392,2.549
600.392,5.9897553137,600.4130000000,6.0139119737,600.4130000000,2.551
600.4130000000,5.9897553233,600.436,6.0139119737,600.436,2.554
600.436,5.9897553233,600.453,6.0139119737,600.453,2.556
600.453,5.9897553233,600.473,6.0139119737,600.473,2.558
600.473,5.9897553233,600.4950000000,6.0139119737,600.4950000000,2.559
600.4950000000,5.9897553233,600.5130000000,6.0139119829,600.5130000000,2.56
600.5130000000,5.9897553325,600.5370000000,6.0139119829,600.5370000000,2.561
600.5370000000,5.9897553325,600.553,6.0139119829,600.553,2.561
600.553,5.9897553325,600.578,6.0139119829,600.578,2.561
600.578,5.9897553325,600.589,6.0139119829,600.589,2.561
600.589,5.9897553325,600.6120000000,6.0139119829,600.6120000000,2.56
600.6120000000,5.9897553325,600.632,6.0139119737,600.632,2.559
600.632,5.9897553233,600.6530000000,6.0139119737,600.6530000000,2.558
600.6530000000,5.9897553233,600.6730000000,6.0139119737,600.6730000000,2.556
600.6730000000,5.9897553233,600.6930000000,6.0139119737,600.6930000000,2.554
600.6930000000,5.9897553233,600.713,6.0139119737,600.713,2.551
600.713,5.9897553233,600.7330000000,6.0139119642,600.7330000000,2.548
600.7330000000,5.9897553137,600.7520000000,6.0139119642,600.7520000000,2.545
600.7520000000,5.9897553137,600.7720000000,6.0139119642,600.7720000000,2.541
600.7720000000,5.9897553137,600.7920000000,6.0250077360,600.7920000000,2.538
600.7920000000,5.9897553119,600.8130000000,6.0250077360,600.8130000000,2.534
600.8130000000,5.9897553119,600.8330000000,6.0250077360,600.8330000000,2.53
600.8330000000,5.9897553119,600.8520000000,6.0250077271,600.8520000000,2.526
600.8520000000,5.9897553027,600.8720000000,6.0250077271,600.8720000000,2.522
600.8720000000,5.9897553027,600.8950000000,6.025007723,600.8950000000,2.518
600.8950000000,5.9806661347,600.91,6.025007723,600.91,2.514
600.91,5.9806661347,600.9310000000,6.0250077135,600.9310000000,2.509
600.9310000000,5.9806661259,600.9520000000,6.0250077135,600.9520000000,2.505
600.9520000000,5.9806661259,600.973,6.0250077135,600.973,2.501
600.973,5.9806661259,600.9930000000,6.0250077044,600.9930000000,2.498
600.9930000000,5.9806661167,600.999,6.0250077044,600.999,2.494
600.999,5.9806661167,601.0320000000,6.0250077044,601.0320000000,2.49
601.0320000000,5.9806661167,601.053,6.0250076952,601.053,2.487
601.053,5.9806661071,601.0740000000,6.0250076952,601.0740000000,2.484
601.0740000000,5.9806661071,601.0930000000,6.0250076952,601.0930000000,2.482
601.0930000000,5.9806661071,601.1120000000,6.0250076952,601.1120000000,2.48
601.1120000000,5.9806661071,601.132,6.0250076856,601.132,2.478
601.132,5.9806660974,601.1530000000,6.0250076856,601.1530000000,2.477
601.1530000000,5.9806660974,601.177,6.0250076856,601.177,2.476
601.177,5.9806660974,601.195,6.0250076856,601.195,2.475
601.195,5.9806660974,601.213,6.0250076856,601.213,2.475
601.213,5.9806660974,601.2330000000,6.0250076856,601.2330000000,2.475
601.2330000000,5.9806660974,601.2520000000,6.0250076856,601.2520000000,2.475
601.2520000000,5.9806660974,601.2740000000,6.0250076856,601.2740000000,2.476
601.2740000000,5.9806660974,601.293,6.0250076856,601.293,2.477
601.293,5.9806660974,601.321,6.0250076856,601.321,2.479
601.321,5.9806660974,601.3320000000,6.0250076952,601.3320000000,2.481
601.3320000000,5.9806661071,601.3520000000,6.0250076952,601.3520000000,2.483
601.3520000000,5.9806661071,601.373,6.0250076952,601.373,2.486
601.373,5.9806661071,601.3940000000,6.0250076952,601.3940000000,2.489
601.3940000000,5.9806661071,601.4120000000,6.0250076987,601.4120000000,2.492
601.4120000000,5.9897552746,601.4330000000,6.0250076987,601.4330000000,2.496
601.4330000000,5.9897552746,601.453,6.0250077084,601.453,2.5
601.453,5.9897552839,601.472,6.0250077084,601.472,2.504
601.472,5.9897552839,601.4930000000,6.0250077084,601.4930000000,2.508
601.4930000000,5.9897552839,601.5150000000,6.0250077175,601.5150000000,2.512
601.5150000000,5.9897552931,601.5330000000,6.0250077175,601.5330000000,2.516
601.5330000000,5.9897552931,601.553,6.0250077271,601.553,2.521
601.553,5.9897553027,601.5730000000,6.0250077271,601.5730000000,2.525
601.5730000000,5.9897553027,601.588,6.0250077360,601.588,2.53
601.588,5.9897553119,601.6120000000,6.0250077360,601.6120000000,2.534
601.6120000000,5.9897553119,601.634,6.0250077360,601.634,2.539
601.634,5.9897553119,601.652,6.0250077458,601.652,2.543
601.652,5.9897553212,601.678,6.0250077458,601.678,2.547
601.678,5.9897553212,601.7000000000,6.0250077553,601.7000000000,2.551
601.7000000000,5.9897553308,601.713,6.0250077553,601.713,2.554
601.713,5.9897553308,601.732,6.0250077553,601.732,2.557
601.732,5.9897553308,601.7530000000,6.0250077645,601.7530000000,2.56
601.7530000000,5.9897553400,601.7720000000,6.0250077645,601.7720000000,2.563
601.7720000000,5.9897553400,601.793,6.0250077645,601.793,2.565
601.793,5.9897553400,601.8160000000,6.0250077645,601.8160000000,2.567
601.8160000000,5.9897553400,601.8320000000,6.0250077645,601.8320000000,2.568
601.8320000000,5.9897553400,601.8520000000,6.0250077645,601.8520000000,2.569
601.8520000000,5.9897553400,601.873,6.0250077740,601.873,2.57
601.873,5.9897553497,601.892,6.0250077740,601.892,2.571
601.892,5.9897553497,601.9120000000,6.0250077740,601.9120000000,2.571
601.9120000000,5.9897553497,601.9320000000,6.0250077740,601.9320000000,2.571
601.9320000000,5.9897553497,601.953,6.0250077740,601.953,2.57
601.953,5.9897553497,601.973,6.0250077645,601.973,2.569
601.973,5.9897553400,601.9920000000,6.0250077645,601.9920000000,2.567
601.9920000000,5.9897553400,602.0150000000,6.0250077645,602.0150000000,2.565
602.0150000000,5.9897553400,602.0420000000,6.0250077645,602.0420000000,2.563
602.0420000000,5.9897553400,602.053,6.0250077645,602.053,2.561
602.053,5.9897553400,602.0730000000,6.0250077553,602.0730000000,2.558
602.0730000000,5.9897553308,602.0950000000,6.0250077553,602.0950000000,2.554
602.0950000000,5.9897553308,602.1120000000,6.0250077553,602.1120000000,2.551
602.1120000000,5.9897553308,602.1350000000,6.0250077458,602.1350000000,2.546
602.1350000000,5.9897553212,602.1570000000,6.0250077458,602.1570000000,2.542
602.1570000000,5.9897553212,602.1740000000,6.0250077360,602.1740000000,2.537
602.1740000000,5.9897553119,602.1920000000,6.0250077360,602.1920000000,2.531
602.1920000000,5.9897553119,602.2100000000,6.0250077271,602.2100000000,2.526
602.2100000000,5.9897553027,602.232,6.0250077175,602.232,2.519
602.232,5.9897552931,602.2520000000,6.0250077175,602.2520000000,2.513
602.2520000000,5.9897552931,602.2710000000,6.0250077084,602.2710000000,2.507
602.2710000000,5.9897552839,602.2920000000,6.0250077084,602.2920000000,2.501
602.2920000000,5.9897552839,602.312,6.0250077044,602.312,2.494
602.312,5.9806661167,602.3330000000,6.0250076952,602.3330000000,2.487
602.3330000000,5.9806661071,602.3520000000,6.0250076952,602.3520000000,2.481
602.3520000000,5.9806661071,602.3720000000,6.0250076856,602.3720000000,2.474
602.3720000000,5.9806660974,602.393,6.0250076765,602.393,2.467
602.393,5.9806660883,602.4320000000,6.0250076700,602.4320000000,2.46
602.4320000000,5.9897552465,602.471,6.0250076605,602.471,2.454
602.471,5.9897552369,602.48,6.0250076511,602.48,2.447
602.48,5.9897552276,602.4870000000,6.0250076569,602.4870000000,2.441
602.4870000000,5.9806660697,602.509,6.0250076477,602.509,2.435
602.509,5.9806660605,602.517,6.0250076382,602.517,2.429
602.517,5.9806660509,602.544,6.0250076382,602.544,2.424
602.544,5.9806660509,602.5660000000,6.0250076288,602.5660000000,2.419
602.5660000000,5.9806660416,602.5750000000,6.0250076288,602.5750000000,2.414
602.5750000000,5.9806660416,602.5920000000,6.0250076192,602.5920000000,2.409
602.5920000000,5.980666032,602.6120000000,6.0250076192,602.6120000000,2.405
602.6120000000,5.980666032,602.633,6.0250076134,602.633,2.402
602.633,5.9897551903,602.6650000000,6.0250076036,602.6650000000,2.398
602.6650000000,5.9897551806,602.685,6.0250076036,602.685,2.395
602.685,5.9897551806,602.695,6.0250076101,602.695,2.392
602.695,5.9806660228,602.713,6.0250076101,602.713,2.39
602.713,5.9806660228,602.7330000000,6.0250076,602.7330000000,2.388
602.7330000000,5.9806660131,602.7530000000,6.0250076,602.7530000000,2.387
602.7530000000,5.9806660131,602.7730000000,6.0250075945,602.7730000000,2.385
602.7730000000,5.9897551714,602.7920000000,6.0250075945,602.7920000000,2.385
602.7920000000,5.9897551714,602.812,6.0250075945,602.812,2.384
602.812,5.9897551714,602.8330000000,6.0250075945,602.8330000000,2.384
602.8330000000,5.9897551714,602.8520000000,6.0250075945,602.8520000000,2.385
602.8520000000,5.9897551714,602.8810000000,6.0250075945,602.8810000000,2.385
602.8810000000,5.9897551714,602.892,6.0250075945,602.892,2.387
602.892,5.9897551714,602.9150000000,6.0250075945,602.9150000000,2.388
602.9150000000,5.9897551714,602.9510000000,6.0250076036,602.9510000000,2.39
602.9510000000,5.9897551806,602.9660000000,6.0250076036,602.9660000000,2.393
602.9660000000,5.9897551806,602.9740000000,6.0250076036,602.9740000000,2.396
602.9740000000,5.9897551806,602.9940000000,6.0250076036,602.9940000000,2.399
602.9940000000,5.9897551806,603.0130000000,6.0250076134,603.0130000000,2.403
603.0130000000,5.9897551903,603.0330000000,6.0250076134,603.0330000000,2.407
603.0330000000,5.9897551903,603.053,6.0250076227,603.053,2.412
603.053,5.9897551995,603.0730000000,6.0250076227,603.0730000000,2.417
603.0730000000,5.9897551995,603.0920000000,6.0250076324,603.0920000000,2.422
603.0920000000,5.9897552088,603.1130000000,6.0250076324,603.1130000000,2.427
603.1130000000,5.9897552088,603.133,6.0250076416,603.133,2.433
603.133,5.989755218,603.1530000000,6.0250076511,603.1530000000,2.44
603.1530000000,5.9897552276,603.178,6.0250076511,603.178,2.446
603.178,5.9897552276,603.1910000000,6.0250076605,603.1910000000,2.453
603.1910000000,5.9897552369,603.212,6.0250076605,603.212,2.459
603.212,5.9897552369,603.239,6.0250076700,603.239,2.466
603.239,5.9897552465,603.2530000000,6.0250076798,603.2530000000,2.473
603.2530000000,5.9897552557,603.2730000000,6.0250076893,603.2730000000,2.48
603.2730000000,5.9897552654,603.2890000000,6.0250076893,603.2890000000,2.486
603.2890000000,5.9897552654,603.3130000000,6.0250076987,603.3130000000,2.493
603.3130000000,5.9897552746,603.3320000000,6.0250077084,603.3320000000,2.5
603.3320000000,5.9897552839,603.3500000000,6.0250077084,603.3500000000,2.506
603.3500000000,5.9897552839,603.3720000000,6.0250077175,603.3720000000,2.512
603.3720000000,5.9897552931,603.392,6.0250077175,603.392,2.518
603.392,5.9897552931,603.4120000000,6.0250077271,603.4120000000,2.524
603.4120000000,5.9897553027,603.4330000000,6.0250077360,603.4330000000,2.53
603.4330000000,5.9897553119,603.4520000000,6.0250077360,603.4520000000,2.535
603.4520000000,5.9897553119,603.4760000000,6.0250077458,603.4760000000,2.54
603.4760000000,5.9897553212,603.4930000000,6.0361035283,603.4930000000,2.544
603.4930000000,5.9897553285,603.5120000000,6.0361035283,603.5120000000,2.549
603.5120000000,5.9897553285,603.5330000000,6.0361035379,603.5330000000,2.552
603.5330000000,5.9897553381,603.5540000000,6.0361035379,603.5540000000,2.556
603.5540000000,5.9897553381,603.5730000000,6.0361035379,603.5730000000,2.559
603.5730000000,5.9897553381,603.5910000000,6.0361035470,603.5910000000,2.561
603.5910000000,5.9897553473,603.6100000000,6.0361035470,603.6100000000,2.564
603.6100000000,5.9897553473,603.633,6.0361035470,603.633,2.566
603.633,5.9897553473,603.6530000000,6.0361035470,603.6530000000,2.568
603.6530000000,5.9897553473,603.6730000000,6.0361035470,603.6730000000,2.569
603.6730000000,5.9897553473,603.6990000000,6.0361035566,603.6990000000,2.57
603.6990000000,5.9897553569,603.7150000000,6.0361035566,603.7150000000,2.57
603.7150000000,5.9897553569,603.7360000000,6.0361035566,603.7360000000,2.57
603.7360000000,5.9897553569,603.7530000000,6.0361035566,603.7530000000,2.57
603.7530000000,5.9897553569,603.768,6.0361035470,603.768,2.569
603.768,5.9897553473,603.7920000000,6.0361035470,603.7920000000,2.568
603.7920000000,5.9897553473,603.8130000000,6.0361035470,603.8130000000,2.566
603.8130000000,5.9897553473,603.8330000000,6.0361035470,603.8330000000,2.564
603.8330000000,5.9897553473,603.856,6.0361035470,603.856,2.562
603.856,5.9897553473,603.873,6.0361035379,603.873,2.559
603.873,5.9897553381,603.892,6.0361035379,603.892,2.555
603.892,5.9897553381,603.9130000000,6.0361035379,603.9130000000,2.552
603.9130000000,5.9897553381,603.9300000000,6.0361035344,603.9300000000,2.548
603.9300000000,5.9806661705,603.955,6.0361035344,603.955,2.543
603.955,5.9806661705,603.972,6.0361035248,603.972,2.538
603.972,5.9806661609,603.9920000000,6.036103519,603.9920000000,2.532
603.9920000000,5.9897553192,604.0130000000,6.0361035091,604.0130000000,2.526
604.0130000000,5.9897553104,604.034,6.0361035091,604.034,2.52
604.034,5.9897553104,604.0540000000,6.0361034996,604.0540000000,2.514
604.0540000000,5.9897553007,604.0730000000,6.03610349,604.0730000000,2.507
604.0730000000,5.9897552911,604.0940000000,6.0361034967,604.0940000000,2.501
604.0940000000,5.9806661332,604.116,6.0361034865,604.116,2.494
604.116,5.9806661235,604.133,6.0361034774,604.133,2.487
604.133,5.9806661143,604.15,6.0361034774,604.15,2.48
604.15,5.9806661143,604.1760000000,6.0361034678,604.1760000000,2.473
604.1760000000,5.9806661047,604.1970000000,6.0361034583,604.1970000000,2.466
604.1970000000,5.9806660959,604.2170000000,6.0361034423,604.2170000000,2.459
604.2170000000,5.9897552444,604.2340000000,6.0361034423,604.2340000000,2.452
604.2340000000,5.9897552444,604.2540000000,6.0361034332,604.2540000000,2.445
604.2540000000,5.9897552353,604.2800000000,6.0361034236,604.2800000000,2.438
604.2800000000,5.9897552256,604.311,6.0361034299,604.311,2.432
604.311,5.9806660678,604.3220000000,6.0361034201,604.3220000000,2.426
604.3220000000,5.9806660581,604.3320000000,6.0361034201,604.3320000000,2.42
604.3320000000,5.9806660581,604.3540000000,6.0361034110,604.3540000000,2.414
604.3540000000,5.9806660489,604.392,6.0361034013,604.392,2.409
604.392,5.9806660396,604.4120000000,6.0361033959,604.4120000000,2.404
604.4120000000,5.9897551976,604.4230000000,6.0361033959,604.4230000000,2.4
604.4230000000,5.9897551976,604.4560000000,6.0361033858,604.4560000000,2.396
604.4560000000,5.9897551878,604.4650000000,6.0361033858,604.4650000000,2.392
604.4650000000,5.9897551878,604.4760000000,6.0361033766,604.4760000000,2.388
604.4760000000,5.9897551787,604.4930000000,6.0361033766,604.4930000000,2.385
604.4930000000,5.9897551787,604.5280000000,6.0361033766,604.5280000000,2.383
604.5280000000,5.9897551787,604.5390000000,6.0361033766,604.5390000000,2.38
604.5390000000,5.9897551787,604.5510000000,6.0361033667,604.5510000000,2.378
604.5510000000,5.9897551693,604.5730000000,6.0361033667,604.5730000000,2.377
604.5730000000,5.9897551693,604.5950000000,6.0361033667,604.5950000000,2.376
604.5950000000,5.9897551693,604.623,6.0361033667,604.623,2.375
604.623,5.9897551693,604.6460000000,6.0361033667,604.6460000000,2.374
604.6460000000,5.9897551693,604.6640000000,6.0361033667,604.6640000000,2.374
604.6640000000,5.9897551693,604.677,6.0361033667,604.677,2.375
604.677,5.9897551693,604.694,6.0361033667,604.694,2.375
604.694,5.9897551693,604.714,6.0361033667,604.714,2.377
604.714,5.9897551693,604.7350000000,6.0361033667,604.7350000000,2.378
604.7350000000,5.9897551693,604.7540000000,6.0361033766,604.7540000000,2.38
604.7540000000,5.9897551787,604.777,6.0361033766,604.777,2.383
604.777,5.9897551787,604.793,6.0361033766,604.793,2.386
604.793,5.9897551787,604.8130000000,6.0361033766,604.8130000000,2.389
604.8130000000,5.9897551787,604.8320000000,6.0361033858,604.8320000000,2.393
604.8320000000,5.9897551878,604.8540000000,6.0361033858,604.8540000000,2.397
604.8540000000,5.9897551878,604.874,6.0361033959,604.874,2.401
604.874,5.9897551976,604.8940000000,6.0361033959,604.8940000000,2.405
604.8940000000,5.9897551976,604.919,6.0361034051,604.919,2.41
604.919,5.9897552067,604.935,6.0361034051,604.935,2.414
604.935,5.9897552067,604.954,6.0361034051,604.954,2.419
604.954,5.9897552067,604.9740000000,6.0361034140,604.9740000000,2.424
604.9740000000,5.989755216,605.,6.0361034140,605.,2.429
605.,5.989755216,605.0300000000,6.0361034236,605.0300000000,2.434
605.0300000000,5.9897552256,605.0390000000,6.0361034236,605.0390000000,2.439
605.0390000000,5.9897552256,605.061,6.0361034332,605.061,2.444
605.061,5.9897552353,605.0750000000,6.0361034332,605.0750000000,2.449
605.0750000000,5.9897552353,605.0930000000,6.0361034423,605.0930000000,2.454
605.0930000000,5.9897552444,605.1130000000,6.0361034423,605.1130000000,2.458
605.1130000000,5.9897552444,605.1380000000,6.0361034522,605.1380000000,2.462
605.1380000000,5.9897552538,605.177,6.0361034522,605.177,2.466
605.177,5.9897552538,605.195,6.0361034619,605.195,2.47
605.195,5.9897552630,605.2060000000,6.0361034619,605.2060000000,2.473
605.2060000000,5.9897552630,605.2150000000,6.0361034619,605.2150000000,2.476
605.2150000000,5.9897552630,605.2340000000,6.0361034619,605.2340000000,2.479
605.2340000000,5.9897552630,605.2530000000,6.0361034711,605.2530000000,2.481
605.2530000000,5.9897552722,605.2720000000,6.0361034711,605.2720000000,2.483
